AvyYear,YYYY,MM,DD,Date,Location,Setting,State,lat,lon,PrimaryActivity,TravelMode,Killed,Description,HasLocation,HasDescription,SettingCode,IsClosedTerrain,SettingLabel,MentionsInjured,MentionsCriticalBurial,AlternateCause,PeopleCaught,PeopleCaughtParsed,PeopleInjured
1989,1989,2,5,1989-02-05,CRESTED BUTTE,TN,CO,0.0,0.0,Resident,Foot,1,,False,False,TN,False,Town/Urban,False,False,,,False,
1989,1988,12,6,1988-12-06,KENI PENINSULA / TINCAN PEAK,BC,AK,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1988,1988,6,16,1988-06-16,MT BLACKBURN,BC,AK,0.0,0.0,Climber,,2,,False,False,BC,False,Backcountry,False,False,,,False,
1988,1988,3,6,1988-03-06,MT RAINIER,BC,WA,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1988,1988,1,10,1988-01-10,ASHCROFT / PEARL PASS,BC,CO,0.0,0.0,Backcountry Tourer,Ski,3,,False,False,BC,False,Backcountry,False,False,,,False,
1988,1987,12,29,1987-12-29,BERTHOUD PASS 2ND CREEK,BC,CO,0.0,0.0,Backcountry Tourer,Ski,2,,False,False,BC,False,Backcountry,False,False,,,False,
1987,1987,6,17,1987-06-17,EXIT GLACIER,BC,AK,0.0,0.0,Hiker,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1987,1987,6,13,1987-06-13,MT BORAH,BC,ID,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1987,1987,5,22,1987-05-22,MT HUNTER,BC,AK,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1987,1987,5,6,1987-05-06,DENALI / MT FORAKER,BC,AK,0.0,0.0,Climber,,4,,False,False,BC,False,Backcountry,False,False,,,False,
1987,1987,3,15,1987-03-15,SHRINE PASS,BC,CO,0.0,0.0,Snowmobiler,,2,,False,False,BC,False,Backcountry,False,False,,,False,
1987,1987,3,3,1987-03-03,WOLF CREEK PASS / TREASURE MTN,BC,CO,0.0,0.0,Mechanized Guided Client,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1987,1987,2,18,1987-02-18,BRECKENRIDGE,BC,CO,0.0,0.0,Sidecountry Rider,Ski,4,,False,False,BC,False,Backcountry,False,False,,,False,
1987,1987,2,15,1987-02-15,BRIGHTON,BC,UT,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1987,1987,2,14,1987-02-14,TELLURIDE,BC,CO,0.0,0.0,Sidecountry Rider,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1987,1987,2,2,1987-02-02,TELLURIDE,BC,CO,0.0,0.0,Sidecountry Rider,Ski,2,,False,False,BC,False,Backcountry,False,False,,,False,
1987,1987,1,31,1987-01-31,MT ELLIS,BC,MT,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1987,1987,1,8,1987-01-08,TELLURIDE,BC,CO,0.0,0.0,Sidecountry Rider,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1987,1986,11,20,1986-11-20,ALTA,SA,UT,0.0,0.0,Hiker,,1,,False,False,SA,False,Ski Area,False,False,,,False,
1986,1986,8,3,1986-08-03,MT BAKER,BC,WA,0.0,0.0,Climber,,2,,False,False,BC,False,Backcountry,False,False,,,False,
1986,1986,2,26,1986-02-26,VAIL (ob),SA,CO,0.0,0.0,Sidecountry Rider,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1986,1986,2,19,1986-02-19,ALTA,SA,UT,0.0,0.0,Inbounds Rider,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1986,1986,2,17,1986-02-17,BRIGHTON,BC,UT,0.0,0.0,Backcountry Tourer,Snowboard,1,"2 backcountry snowboarders caught, 1 partially buried and injured, 1 buried and killed",False,True,BC,False,Backcountry,True,False,standard_burial,2,True,
1986,1986,2,17,1986-02-17,JACKSON HOLE,SA,WY,0.0,0.0,Ski Patroller,,1,,False,False,SA,False,Ski Area,False,False,,,False,
1986,1986,2,15,1986-02-15,TWIN LAKES,TN,CA,0.0,0.0,Resident,Foot,1,,False,False,TN,False,Town/Urban,False,False,,,False,
1986,1986,2,7,1986-02-07,MT ELLIS,BC,MT,0.0,0.0,Backcountry Tourer,Ski,2,,False,False,BC,False,Backcountry,False,False,,,False,
1986,1986,1,6,1986-01-06,PROVO CANYON,BC,UT,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1986,1985,12,2,1985-12-02,JACKSON HOLE,SA,WY,0.0,0.0,Ski Patroller,,1,,False,False,SA,False,Ski Area,False,False,,,False,
1986,1985,11,29,1985-11-29,SUGAR BOWL,SA,CA,0.0,0.0,Inbounds Rider,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1986,1985,11,21,1985-11-21,FRENCH GULCH,BC,CO,0.0,0.0,Backcountry Tourer,Ski,2,,False,False,BC,False,Backcountry,False,False,,,False,
1986,1985,11,17,1985-11-17,LA PLATA MTNS,BC,CO,0.0,0.0,Miner,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1986,1985,11,13,1985-11-13,CATHERINES PASS,BC,UT,0.0,0.0,Backcountry Tourer,Ski,2,,False,False,BC,False,Backcountry,False,False,,,False,
1985,1985,5,12,1985-05-12,WHITEHORSE MTN,BC,WA,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1985,1985,3,24,1985-03-24,BERTHOUD PASS,BC,CO,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1985,1985,3,19,1985-03-19,PARK CITY,SA,UT,0.0,0.0,Sidecountry Rider,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1985,1985,3,10,1985-03-10,EAGLE RIVER,BC,AK,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1985,1985,3,2,1985-03-02,HATCHER PASS,BC,AK,0.0,0.0,Snowmobiler,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1985,1985,2,22,1985-02-22,POWDER MTN,SA,UT,0.0,0.0,Sidecountry Rider,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1985,1985,2,12,1985-02-12,ROBERTS,TN,MT,0.0,0.0,Snowplayer,,1,,False,False,TN,False,Town/Urban,False,False,,,False,
1985,1985,2,9,1985-02-09,LOLO PASS,BC,ID,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1985,1985,2,9,1985-02-09,MT SI,BC,WA,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1985,1985,2,9,1985-02-09,SNOWY RANGE,BC,WY,0.0,0.0,Snowmobiler,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1985,1985,2,3,1985-02-03,GRAND TETON,BC,WY,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1985,1984,12,31,1984-12-31,ASHCROFT,BC,CO,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1985,1984,12,13,1984-12-13,ASPEN,BC,CO,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1985,1984,10,17,1984-10-17,KELSO MTN,BC,CO,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1984,1984,6,18,1984-06-18,ELK MTNS,BC,CO,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1984,1984,5,27,1984-05-27,SOURCE LAKE,BC,WA,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1984,1984,4,14,1984-04-14,MARBLE / CHAIR MTN,BC,CO,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1984,1984,4,2,1984-04-02,"EAGLE PK, CHUG",BC,AK,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1984,1984,3,31,1984-03-31,ASPEN HIGHLANDS,BC,CO,0.0,0.0,Ski Patroller,Ski,3,,False,False,BC,False,Backcountry,False,False,,,False,
1984,1984,3,19,1984-03-19,DALLAS DIVIDE,BC,CO,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1984,1984,3,17,1984-03-17,VAIL PASS,BC,CO,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1984,1984,2,16,1984-02-16,SNOW KING,SA,WY,0.0,0.0,Sidecountry Rider,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1984,1984,2,8,1984-02-08,MT KATAHDIN,BC,ME,0.0,0.0,Climber,,2,,False,False,BC,False,Backcountry,False,False,,,False,
1984,1984,1,26,1984-01-26,Town of Steamboat,TN,CO,0.0,0.0,Resident,Foot,1,,False,False,TN,False,Town/Urban,False,False,,,False,
1984,1984,1,2,1984-01-02,ALTA,BC,UT,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1984,1983,12,18,1983-12-18,COPPER MOUNTAIN,SA,CO,0.0,0.0,Ski Patroller,,1,,False,False,SA,False,Ski Area,False,False,,,False,
1983,1983,6,26,1983-06-26,MT SHUKSAN,BC,WA,0.0,0.0,Climber,,2,,False,False,BC,False,Backcountry,False,False,,,False,
1983,1983,4,16,1983-04-16,GRANITE MT,BC,WA,0.0,0.0,Hiker,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1983,1983,4,2,1983-04-02,MT SHASTA,BC,CA,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1983,1983,3,12,1983-03-12,GRAND LAKE,BC,CO,0.0,0.0,Snowmobiler,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1983,1983,3,9,1983-03-09,CRESTED BUTTE,SA,CO,0.0,0.0,Sidecountry Rider,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1983,1983,3,6,1983-03-06,DEER CREEK,BC,CO,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1983,1983,2,19,1983-02-19,BOZEMAN CREEK,BC,MT,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1983,1983,1,30,1983-01-30,WOLF CREEK PASS,SA,CO,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1983,1983,1,1,1983-01-01,STANLEY,BC,ID,0.0,0.0,Snowmobiler,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1983,1982,12,25,1982-12-25,MONTEZUMA,BC,CO,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1983,1982,12,24,1982-12-24,BIG SKY,SA,MT,0.0,0.0,Ski Patroller,,1,,False,False,SA,False,Ski Area,False,False,,,False,
1983,1982,12,19,1982-12-19,PHILIPSBURG,BC,MT,0.0,0.0,Snowmobiler,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1983,1982,11,14,1982-11-14,MONTPELIER,BC,ID,0.0,0.0,Hunter,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1982,1982,6,20,1982-06-20,MT HOOD,BC,OR,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1982,1982,4,3,1982-04-03,DENALI / MT MCKINLEY,BC,AK,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1982,1982,3,31,1982-03-31,ALPINE MDWS,SA,CA,0.0,0.0,Others at Work,Foot,4,,False,False,SA,False,Ski Area,False,False,,,False,
1982,1982,3,31,1982-03-31,ALPINE MDWS,SA,CA,0.0,0.0,Ski Patroller,Ski,3,,False,False,SA,False,Ski Area,False,False,,,False,
1982,1982,3,22,1982-03-22,PARK WEST,SA,UT,0.0,0.0,Sidecountry Rider,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1982,1982,3,13,1982-03-13,ARAPAHOE BASIN,SA,CO,0.0,0.0,Sidecountry Rider,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1982,1982,2,14,1982-02-14,ANEROID LAKE,BC,OR,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1982,1982,1,25,1982-01-25,MT WASHINGTON,BC,NH,0.0,0.0,Rescuer,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1982,1982,1,23,1982-01-23,CUMBRES PASS,BC,CO,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1982,1982,1,6,1982-01-06,ARAPAHOE BASIN,SA,CO,0.0,0.0,Sidecountry Rider,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1982,1982,1,5,1982-01-05,D. L. BLISS,BC,CA,0.0,0.0,Misc Recreation,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1982,1981,12,20,1981-12-20,LEADVILLE,BC,CO,0.0,0.0,Hiker,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1982,1981,11,21,1981-11-21,CHUGACH,BC,AK,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1981,1981,6,21,1981-06-21,MT RAINIER,BC,WA,0.0,0.0,Climber,Foot,11,,False,False,BC,False,Backcountry,False,False,,,False,
1981,1981,4,12,1981-04-12,SOURCE LAKE,BC,WA,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1981,1981,4,12,1981-04-12,RED LODGE,BC,MT,0.0,0.0,Snowmobiler,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1981,1981,3,31,1981-03-31,SNOWMASS,SA,CO,0.0,0.0,Ski Patroller,,1,,False,False,SA,False,Ski Area,False,False,,,False,
1981,1981,3,3,1981-03-03,WOLF CREEK PASS,BC,CO,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1981,1981,3,1,1981-03-01,MILLCREEK CN,BC,UT,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1981,1981,3,1,1981-03-01,MT BALDY,SA,CA,0.0,0.0,Sidecountry Rider,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1981,1981,2,15,1981-02-15,SCHWEITZER,SA,ID,0.0,0.0,Inbounds Rider,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1981,1981,2,15,1981-02-15,LAMOILLE,BC,NV,0.0,0.0,Snowmobiler,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1981,1981,2,1,1981-02-01,BIG COTTONWOOD,BC,UT,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1981,1980,11,27,1980-11-27,ST MARYS GLACIER,BC,CO,0.0,0.0,Backcountry Tourer,Ski,2,,False,False,BC,False,Backcountry,False,False,,,False,
1981,1980,11,15,1980-11-15,TAOS,SA,NM,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1980,1980,3,15,1980-03-15,CRYSTAL MTN,SA,WA,0.0,0.0,Sidecountry Rider,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1980,1980,1,18,1980-01-18,BIG MOUNTAIN,SA,MT,0.0,0.0,Sidecountry Rider,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1980,1980,1,11,1980-01-11,B COTTONWOOD,BC,UT,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1980,1979,12,24,1979-12-24,TAOS,BC,NM,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1980,1979,11,22,1979-11-22,TELLURIDE,BC,CO,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1980,1979,11,4,1979-11-04,MAMMOTH MT,SA,CA,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1979,1979,5,9,1979-05-09,MT HUNTER,BC,AK,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1979,1979,4,26,1979-04-26,GRAND TETON,BC,WY,0.0,0.0,Climber,,2,,False,False,BC,False,Backcountry,False,False,,,False,
1979,1979,4,2,1979-04-02,DESOLATION LK,BC,UT,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1979,1979,3,4,1979-03-04,MT RAINIER,BC,WA,0.0,0.0,Climber,,2,,False,False,BC,False,Backcountry,False,False,,,False,
1979,1979,2,10,1979-02-10,LOVELAND BASIN,SA,CO,0.0,0.0,Sidecountry Rider,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1979,1979,1,20,1979-01-20,STEVENS PASS,BC,WA,0.0,0.0,Hiker,Snowshoe,1,,False,False,BC,False,Backcountry,False,False,,,False,
1979,1979,1,19,1979-01-19,HELPER,MN,UT,0.0,0.0,Miner,,1,,False,False,MN,False,Mine,False,False,,,False,
1979,1979,1,6,1979-01-06,GUANELLA PASS,BC,CO,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1978,1978,8,27,1978-08-27,MT BAKER,BC,WA,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1978,1978,5,31,1978-05-31,MT RAINIER,BC,WA,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1978,1978,5,30,1978-05-30,MT FORAKER,BC,AK,0.0,0.0,Climber,,2,,False,False,BC,False,Backcountry,False,False,,,False,
1978,1978,4,16,1978-04-16,MT SOPRIS,BC,CO,0.0,0.0,Snowmobiler,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1978,1978,2,10,1978-02-10,RED MOUNTAIN PASS,RD,CO,0.0,0.0,Highway Personnel,,1,,False,False,RD,False,Road,False,False,,,False,
1978,1978,2,10,1978-02-10,TWIN LAKES,RD,CA,0.0,0.0,Hiker,Snowshoe,1,,False,False,RD,False,Road,False,False,,,False,
1978,1978,2,10,1978-02-10,TWIN LAKES,RD,CA,0.0,0.0,Motorist,,2,,False,False,RD,False,Road,False,False,,,False,
1978,1978,2,9,1978-02-09,LOST CANYON,RD,CA,0.0,0.0,Highway Personnel,,1,,False,False,RD,False,Road,False,False,,,False,
1978,1978,1,21,1978-01-21,TURNAGAIN PASS,BC,AK,0.0,0.0,Backcountry Tourer,Ski,4,,False,False,BC,False,Backcountry,False,False,,,False,
1978,1978,1,6,1978-01-06,SHEEP MT,BC,CO,0.0,0.0,Backcountry Tourer,Ski,2,,False,False,BC,False,Backcountry,False,False,,,False,
1978,1977,12,31,1977-12-31,MT RAINIER,BC,WA,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1978,1977,11,2,1977-11-02,EL DIENTE PK,BC,CO,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1977,1977,5,22,1977-05-22,S ARAPAHOE PK,BC,CO,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1977,1977,3,26,1977-03-26,SHEEP CREEK,BC,WY,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1977,1977,3,3,1977-03-03,SNOWBIRD,SA,UT,0.0,0.0,Inbounds Rider,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1977,1977,2,6,1977-02-06,VALDEZ,RD,AK,0.0,0.0,Others at Work,,1,,False,False,RD,False,Road,False,False,,,False,
1977,1977,1,20,1977-01-20,MT BALDY,BC,CA,0.0,0.0,Snowplayer,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1977,1976,12,12,1976-12-12,SHEEP MT,BC,AK,0.0,0.0,Hiker,Snowshoe,1,,False,False,BC,False,Backcountry,False,False,,,False,
1976,1976,8,6,1976-08-06,MT FORAKER,BC,AK,0.0,0.0,Climber,,3,,False,False,BC,False,Backcountry,False,False,,,False,
1976,1976,7,4,1976-07-04,ROCKY MOUNTAIN NAT PARK,BC,CO,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1976,1976,5,15,1976-05-15,BIG FOUR MT,BC,WA,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1976,1976,3,29,1976-03-29,MT NAST,BC,CO,0.0,0.0,Others at Work,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1976,1976,3,27,1976-03-27,SILVER PEAK,BC,WA,0.0,0.0,Hiker,Snowshoe,1,,False,False,BC,False,Backcountry,False,False,,,False,
1976,1976,3,20,1976-03-20,GRAND TARGHEE,BC,WY,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1976,1976,3,2,1976-03-02,ALPINE MEADOWS,SA,CA,0.0,0.0,Inbounds Rider,Ski,3,,False,False,SA,False,Ski Area,False,False,,,False,
1976,1976,2,21,1976-02-21,BRIDGEPORT,BC,CA,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1976,1976,2,19,1976-02-19,MT MARATHON,BC,AK,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1976,1976,1,17,1976-01-17,BERTHOUD PASS,BC,CO,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1976,1976,1,12,1976-01-12,JACKSON PEAK,BC,WY,0.0,0.0,Backcountry Tourer,Ski,2,,False,False,BC,False,Backcountry,False,False,,,False,
1976,1976,1,10,1976-01-10,POCATELLO,BC,ID,0.0,0.0,Climber,,2,,False,False,BC,False,Backcountry,False,False,,,False,
1976,1976,1,6,1976-01-06,ALTA,SA,UT,0.0,0.0,Sidecountry Rider,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1976,1975,11,30,1975-11-30,MT RAINIER,BC,WA,0.0,0.0,Hiker,Snowshoe,1,,False,False,BC,False,Backcountry,False,False,,,False,
1976,1975,11,15,1975-11-15,JUNEAU,BC,AK,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1975,1975,5,10,1975-05-10,PORTAGE,BC,AK,0.0,0.0,Hunter,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1975,1975,4,26,1975-04-26,MT ST HELENS,BC,WA,0.0,0.0,Climber,,5,,False,False,BC,False,Backcountry,False,False,,,False,
1975,1975,4,26,1975-04-26,MT HOOD,BC,OR,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1975,1975,3,23,1975-03-23,HECLA,BC,MT,0.0,0.0,Snowmobiler,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1975,1975,3,21,1975-03-21,MCGINNIS GL,BC,AK,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1975,1975,2,8,1975-02-08,CENTENNIAL,BC,WY,0.0,0.0,Snowplayer,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1975,1975,2,5,1975-02-05,SUN VALLEY,SA,ID,0.0,0.0,Sidecountry Rider,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1975,1975,1,19,1975-01-19,OWEN CREEK,BC,WY,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1975,1975,1,16,1975-01-16,CHUGACH,BC,AK,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1975,1975,1,15,1975-01-15,CASTLE CREEK,BC,CO,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1975,1975,1,14,1975-01-14,GARFIELD,BC,CO,0.0,0.0,Backcountry Tourer,Ski,2,,False,False,BC,False,Backcountry,False,False,,,False,
1975,1975,1,9,1975-01-09,CRESTED BUTTE,SA,CO,0.0,0.0,Inbounds Rider,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1975,1974,12,28,1974-12-28,ASPEN MTN,SA,CO,0.0,0.0,Sidecountry Rider,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1975,1974,12,21,1974-12-21,GUANELLA PASS,BC,CO,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1975,1974,12,15,1974-12-15,MONARCH PASS,BC,CO,0.0,0.0,Backcountry Tourer,Ski,1,,False,False,BC,False,Backcountry,False,False,,,False,
1975,1974,11,23,1974-11-23,ARAPAHOE BASIN,SA,CO,0.0,0.0,Ski Patroller,,1,,False,False,SA,False,Ski Area,False,False,,,False,
1975,1974,11,18,1974-11-18,MT RAINIER,BC,WA,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1974,1974,3,2,1974-03-02,HEAVENLY VAL,SA,CA,0.0,0.0,Inbounds Rider,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1974,1974,2,7,1974-02-07,JUNEAU,RD,AK,0.0,0.0,Highway Personnel,,1,,False,False,RD,False,Road,False,False,,,False,
1974,1974,1,27,1974-01-27,SOURCE LAKE,BC,WA,0.0,0.0,Hiker,Snowshoe,2,,False,False,BC,False,Backcountry,False,False,,,False,
1974,1974,1,16,1974-01-16,GRAND TETON,BC,WY,0.0,0.0,Backcountry Tourer,Ski,3,,False,False,BC,False,Backcountry,False,False,,,False,
1974,1974,1,1,1974-01-01,TANAINA PEAK,BC,AK,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1974,1973,12,30,1973-12-30,FLATTOP MT,BC,AK,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1974,1973,12,29,1973-12-29,PARKCITYWEST,SA,UT,0.0,0.0,Inbounds Rider,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1974,1973,11,19,1973-11-19,MT SHASTA,BC,CA,0.0,0.0,Climber,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1974,1973,10,13,1973-10-13,ROCKY MOUNTAIN NAT PARK,BC,CO,0.0,0.0,Climber,,2,,False,False,BC,False,Backcountry,False,False,,,False,
1973,1973,3,24,1973-03-24,TAOS SKIVALLEY,SA,NM,0.0,0.0,Sidecountry Rider,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1973,1973,1,22,1973-01-22,SUN VALLEY,SA,ID,0.0,0.0,Mechanized Guided Client,,1,,False,False,SA,False,Ski Area,False,False,,,False,
1973,1972,12,13,1972-12-13,STEAMBOAT,SA,CO,0.0,0.0,Inbounds Rider,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1973,1972,12,8,1972-12-08,ASPEN MTN,SA,CO,0.0,0.0,Sidecountry Rider,Ski,1,,False,False,SA,False,Ski Area,False,False,,,False,
1972,1972,9,26,1972-09-26,YOSEMITE,BC,CA,0.0,0.0,Hiker,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1972,1972,8,20,1972-08-20,MITCHELL LAKE,BC,CO,0.0,0.0,Hiker,,1,,False,False,BC,False,Backcountry,False,False,,,False,
1972,1972,5,10,1972-05-10,MT GARFIELD,BC,WA,0.0,0.0,Climber,,2,,False,False,BC,False,Backcountry,False,False,,,False,
1972,1972,1,29,1972-01-29,MT ROSE,SA,NV,0.0,0.0,Sidecountry Rider,Ski,2,,False,False,SA,False,Ski Area,False,False,,,False,
1972,1971,10,17,1971-10-17,POLE CREEK,BC,CO,0.0,0.0,Hunter,,1,,False,False,BC,False,Backcountry,False,False,,,False,
